data_split,dialogue_id,original_id,speaker,utterance,emotion,sentiment
train,dailydialog-train-8,train-8,user,"My mother-in-law used to do the same thing to us. If it wasn't disciplining them enough, then we were disciplining them too much. She also complained about the food we fed them, the schools we sent them too, and everything else under the sun.",neutral,neutral
train,dailydialog-train-8,train-8,system,You said she used to? How did you stop her?,neutral,neutral
train,dailydialog-train-8,train-8,user,"We basically sat her down and told her how we felt about her constant criticizing, and how we welcomed her advice but hoped she'd let us do our things. She understood, and now everything is a lot more peaceful.",neutral,neutral
train,dailydialog-train-8,train-8,system,That sounds like a good idea. I'll have to try that.,happiness,positive
train,dailydialog-train-9,train-9,user,How are Zina's new programmers working out?,neutral,neutral
train,dailydialog-train-9,train-9,system,"I hate to admit it, but they're good. And fast. The Filipino kid is a genius.",neutral,neutral
train,dailydialog-train-9,train-9,user,"So you'll make the Stars.com deadline, and have us up and running next week?",neutral,neutral
train,dailydialog-train-9,train-9,system,"It'll be close, but we'll make it.",neutral,neutral
train,dailydialog-train-9,train-9,user,"Good. After Stars.com starts paying us, we won't need Vikam's cash anymore.",neutral,neutral
train,dailydialog-train-9,train-9,system,"And if we don't need them, we won't need Zina, either.",neutral,neutral
train,dailydialog-train-10,train-10,user,Do you like cooking?,neutral,neutral
train,dailydialog-train-10,train-10,system,Yes. I like cooking very much. I got this hobby when I was 12 years sold.,happiness,positive
train,dailydialog-train-10,train-10,user,Why do you like it?,neutral,neutral
train,dailydialog-train-10,train-10,system,I have no idea. I like cooking by myself. I like to taste delicious food.,neutral,neutral
train,dailydialog-train-10,train-10,user,That's wonderful!,happiness,positive
train,dailydialog-train-10,train-10,system,"And I love trying new recipes, which I usually test with my friends. You can come, too.",neutral,neutral
train,dailydialog-train-10,train-10,user,Really? I hope I can have a chance to taste it. Don't forget to tell me.,surprise,positive
train,dailydialog-train-10,train-10,system,Certainly.,neutral,neutral
train,dailydialog-train-11,train-11,user,Anyone home? Jen!,neutral,neutral
train,dailydialog-train-11,train-11,system,I'm in the kitchen... let yourself in!,neutral,neutral
train,dailydialog-train-11,train-11,user,Wow! You're really working up a storm!,neutral,neutral
train,dailydialog-train-11,train-11,system,I know. I've even worked up a sweat.,neutral,neutral
train,dailydialog-train-11,train-11,user,You look like a cooking show host--only messier.,neutral,neutral
train,dailydialog-train-12,train-12,user,You look so tan and healthy!,happiness,positive
train,dailydialog-train-12,train-12,system,Thanks. I just got back from summer camp.,happiness,positive
train,dailydialog-train-12,train-12,user,How was it?,neutral,neutral
train,dailydialog-train-12,train-12,system,Great. I got to try so many things for the first time.,happiness,positive
train,dailydialog-train-12,train-12,user,Like what?,neutral,neutral
train,dailydialog-train-12,train-12,system,"I went sailing, fishing, and horseback riding.",neutral,neutral
train,dailydialog-train-12,train-12,user,I'm so jealous.,neutral,neutral
train,dailydialog-train-12,train-12,system,The counselors were so nice too. It was the best summer ever. Except for all those mosquitoes!,happiness,positive
train,dailydialog-train-13,train-13,user,"Diana, do you like the perfume I gave you?",neutral,neutral
train,dailydialog-train-13,train-13,system,"It's good. But to tell you the truth, I don't wear perfume.",neutral,neutral
train,dailydialog-train-13,train-13,user,I'm sorry. I didn't know that.,neutral,neutral
train,dailydialog-train-13,train-13,system,That's all right. Thank you all the same.,happiness,positive
train,dailydialog-train-14,train-14,user,"Ah, ah, ah ...",neutral,neutral
train,dailydialog-train-14,train-14,system,"All right, Bill. Here' s your daily exercise schedule. You are to jog before breakfast.",neutral,neutral
train,dailydialog-train-14,train-14,user,Jog?,neutral,neutral
train,dailydialog-train-14,train-14,system,"Then, you are to walk to work.",neutral,neutral
train,dailydialog-train-14,train-14,user,Walk?,neutral,neutral
train,dailydialog-train-14,train-14,system,Thirty minutes in gym at lunch time.,neutral,neutral
train,dailydialog-train-14,train-14,user,Oh no.,neutral,neutral
train,dailydialog-train-14,train-14,system,"Use the stairs, never the elevator.",neutral,neutral
train,dailydialog-train-14,train-14,user,"Oh, dear.",neutral,neutral
train,dailydialog-train-14,train-14,system,"And three times a week, you can either swim, play racketball, or hand ball.",neutral,neutral
train,dailydialog-train-14,train-14,user,Oh no.,neutral,neutral
train,dailydialog-train-14,train-14,system,"OK, you can stop now. It' s time for the dance class.",neutral,neutral
train,dailydialog-train-14,train-14,user,Dance class! I don't know how.,neutral,neutral
train,dailydialog-train-14,train-14,system,You will.,neutral,neutral
train,dailydialog-train-14,train-14,user,Oh ...,neutral,neutral
train,dailydialog-train-15,train-15,user,"Hi Bill, I saw your grandma yesterday.",neutral,neutral
train,dailydialog-train-15,train-15,system,Oh where was that?,neutral,neutral
train,dailydialog-train-15,train-15,user,I was running around the track at my college and there she was walking around the same track.,neutral,neutral
train,dailydialog-train-15,train-15,system,Grannie always tries to stay fit and healthy. She is always making us kids eat the proper foods.,neutral,neutral
train,dailydialog-train-15,train-15,user,"Well, it pays off for her. How old is she anyway?",neutral,neutral
train,dailydialog-train-15,train-15,system,She will be 86 next month.,neutral,neutral
train,dailydialog-train-15,train-15,user,That is truly amazing!,surprise,positive
train,dailydialog-train-16,train-16,user,I would like to register for a class today.,neutral,neutral
train,dailydialog-train-16,train-16,system,"No problem, what class would you like to take?",neutral,neutral
train,dailydialog-train-16,train-16,user,I would very much enjoy taking a Psychology class. Because I'm crazy.,neutral,neutral
train,dailydialog-train-16,train-16,system,There are two classes that are still open.,neutral,neutral
train,dailydialog-train-16,train-16,user,Which days are these classes on?,neutral,neutral
train,dailydialog-train-16,train-16,system,The first class is a Tuesday and Thursday class from two to three.,neutral,neutral
train,dailydialog-train-16,train-16,user,What about the other class?,neutral,neutral
train,dailydialog-train-16,train-16,system,The other class is on Monday and Wednesday from 10 am - 12.,neutral,neutral
train,dailydialog-train-16,train-16,user,Are you sure there are no more open classes?,neutral,neutral
train,dailydialog-train-16,train-16,system,I'm positive.,neutral,neutral
train,dailydialog-train-16,train-16,user,Sign me up for Monday and Wednesday.,neutral,neutral
train,dailydialog-train-16,train-16,system,"Okay, I'll sign you up.",neutral,neutral
train,dailydialog-train-17,train-17,user,"Dad, why are you taping the windows?",neutral,neutral
train,dailydialog-train-17,train-17,system,"Honey, a typhoon is coming.",neutral,neutral
train,dailydialog-train-17,train-17,user,"Really? Wow, I don't have to go to school tomorrow.",surprise,positive
train,dailydialog-train-17,train-17,system,"Jenny, come and help, we need to prepare more food.",neutral,neutral
train,dailydialog-train-17,train-17,user,OK. Dad! I'm coming.,neutral,neutral
train,dailydialog-train-18,train-18,user,"Hi, my name is Lean, and I'm from Russia.",neutral,neutral
train,dailydialog-train-18,train-18,system,"Nice to meet you, Lean. My name is Alike. I'm from Japan.",neutral,neutral
train,dailydialog-train-18,train-18,user,To me English is a difficult language.,neutral,neutral
train,dailydialog-train-18,train-18,system,A second language is always difficult.,neutral,neutral
train,dailydialog-train-18,train-18,user,"True, but English is harder than most. It's a crazy language.",neutral,neutral
train,dailydialog-train-18,train-18,system,A crazy language? Why do you say that?,surprise,positive
train,dailydialog-train-18,train-18,user,One letter can have several pronunciations and one word can have several meanings.,neutral,neutral
train,dailydialog-train-18,train-18,system,No wonder you say English is a crazy language.,neutral,neutral
train,dailydialog-train-19,train-19,user,Can I help you?,neutral,neutral
train,dailydialog-train-19,train-19,system,"I hope so. I'm looking for some material for a paper I'm writing, and I'm not quite sure where to look.",neutral,neutral
train,dailydialog-train-19,train-19,user,I'll certainly try to help you. What topic is your paper on?,neutral,neutral
train,dailydialog-train-19,train-19,system,My paper is on the influence of television on children.,neutral,neutral
train,dailydialog-train-19,train-19,user,There are several possible sources you might use for that topic. I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television.,neutral,neutral
train,dailydialog-train-19,train-19,system,Thank you for you help.,happiness,positive
train,dailydialog-train-20,train-20,user,Here's your hot dog and beer. What happened? Did I miss anything?,neutral,neutral
train,dailydialog-train-20,train-20,system,"Yeah, Cal Ripen just hit a home run.",neutral,neutral
train,dailydialog-train-20,train-20,user,What's the score?,neutral,neutral
train,dailydialog-train-20,train-20,system,"Well it was 3 to 4, but Ripen's home run made it 5 to 4 since another player was on first base.",neutral,neutral
train,dailydialog-train-20,train-20,user,So Baltimore is winning?,neutral,neutral
train,dailydialog-train-20,train-20,system,Right.,happiness,positive
train,dailydialog-train-20,train-20,user,This is a really great place to watch a baseball game.,happiness,positive
train,dailydialog-train-20,train-20,system,"Yeah, there isn't a bad seat in the place.",happiness,positive
train,dailydialog-train-20,train-20,user,"The fans are great here, too. Not like in Philadelphia.",happiness,positive
train,dailydialog-train-20,train-20,system,It was a great idea to spend a day watching a game.,happiness,positive
train,dailydialog-train-20,train-20,user,"Yeah, it reminds you why they say baseball is America's favorite pastime.",happiness,positive
train,dailydialog-train-21,train-21,user,How do you like the pizza here?,happiness,positive
train,dailydialog-train-21,train-21,system,Perfect. It really hits the spot.,happiness,positive
train,dailydialog-train-22,train-22,user,Do you have a light?,neutral,neutral
train,dailydialog-train-22,train-22,system,"Sorry, I don't smoke.",neutral,neutral
train,dailydialog-train-23,train-23,user,I was scared stiff of giving my first performance.,fear,negative
train,dailydialog-train-23,train-23,system,Were you? your performance was excellent.,happiness,positive
train,dailydialog-train-23,train-23,user,Thank you for your kindly words.,happiness,positive
train,dailydialog-train-24,train-24,user,Excuse me. Could you please take a picture of us with this camera?,neutral,neutral
train,dailydialog-train-24,train-24,system,Sure. Which button do I press to shoot?,happiness,positive
train,dailydialog-train-24,train-24,user,This one.,neutral,neutral
train,dailydialog-train-24,train-24,system,Do I have to focus it?,neutral,neutral
train,dailydialog-train-24,train-24,user,"No, this is a focus-free camera. All you have to do is point and press the button.",neutral,neutral
train,dailydialog-train-24,train-24,system,All right. Say cheese!,happiness,positive
train,dailydialog-train-25,train-25,user,Every country should face the history.,neutral,neutral
train,dailydialog-train-25,train-25,system,"Yeah, we don't live in the vacuum. We have traditional values and long but different history.",neutral,neutral
train,dailydialog-train-25,train-25,user,"Sometimes, we, human beings, really had done something wrong, so we should admit it at first.",neutral,neutral
train,dailydialog-train-25,train-25,system,But there is always somebody who wants to turn his back on the true history.,neutral,neutral
train,dailydialog-train-25,train-25,user,"I believe such things won't be realized, just daydreaming.",neutral,neutral
train,dailydialog-train-26,train-26,user,"Do you like traveling, Kathy?",neutral,neutral
train,dailydialog-train-26,train-26,system,"I like traveling for pleasure to get places for vacation for instance. But I don't like traveling to work, waiting for buses, or ...",neutral,neutral
train,dailydialog-train-26,train-26,user,Or getting stuck in traffic jams when you're driving.,neutral,neutral
train,dailydialog-train-26,train-26,system,Exactly.,neutral,neutral
train,dailydialog-train-27,train-27,user,Your house is too small. Why not buy a big one.,neutral,neutral
train,dailydialog-train-27,train-27,system,I do wish I could afford one.,neutral,neutral
train,dailydialog-train-27,train-27,user,You can get a loan from the bank. You know LPF program provides low cost loans for participants home purchases.,neutral,neutral
train,dailydialog-train-27,train-27,system,Of course I know that. But don't you notice that the house price is skyrocketing?,neutral,neutral
train,dailydialog-train-28,train-28,user,"How do you do, Prof. Smith.",neutral,neutral
train,dailydialog-train-28,train-28,system,"How do you do, Ms. Yang. You speak very good English.",happiness,positive
train,dailydialog-train-28,train-28,user,Thank you. I begin to like English even when I was a child.,happiness,positive
train,dailydialog-train-28,train-28,system,Where did you learn it?,neutral,neutral
train,dailydialog-train-28,train-28,user,"At school, in China. This is my first time to be out of my own country.",neutral,neutral
train,dailydialog-train-28,train-28,system,It's amazing.,surprise,positive
train,dailydialog-train-29,train-29,user,Do you want black or white coffee?,neutral,neutral
train,dailydialog-train-29,train-29,system,"White, please",neutral,neutral
train,dailydialog-train-29,train-29,user,Look! there's a Folk concert tomorrow evening. Do you Want to go?,neutral,neutral
train,dailydialog-train-29,train-29,system,I don't like Folk music very much.,neutral,neutral
train,dailydialog-train-29,train-29,user,What kind of music do you like?,neutral,neutral
train,dailydialog-train-29,train-29,system,I like classical music. Do you?,neutral,neutral
train,dailydialog-train-29,train-29,user,Not very much. Classical music sends me to sleep,neutral,neutral
train,dailydialog-train-29,train-29,system,I don't believe you.,neutral,neutral
train,dailydialog-train-29,train-29,user,It's true.,neutral,neutral
train,dailydialog-train-29,train-29,system,You are funny!,neutral,neutral
train,dailydialog-train-29,train-29,user,So are you! How about another coffee?,neutral,neutral
train,dailydialog-train-30,train-30,user,What do you like to do in your spare time?,neutral,neutral
train,dailydialog-train-30,train-30,system,I like playing chess.,neutral,neutral
train,dailydialog-train-30,train-30,user,Do you have any hobbies besides playing chess?,neutral,neutral
train,dailydialog-train-30,train-30,system,I'm afraid not.,neutral,neutral
train,dailydialog-train-30,train-30,user,Do you have any hobbies like playing tennis or things like that?,neutral,neutral
train,dailydialog-train-30,train-30,system,"Oh, yes. I like playing basketball.",neutral,neutral
train,dailydialog-train-30,train-30,user,Can you tell me why you like it?,neutral,neutral
train,dailydialog-train-30,train-30,system,Because I like the feeling of cooperating with others.,neutral,neutral
train,dailydialog-train-31,train-31,user,Where is John? I can't find him anywhere.,neutral,neutral
train,dailydialog-train-31,train-31,system,Haven't you heard that he is in prison?,neutral,neutral
train,dailydialog-train-31,train-31,user,What? Beg your pardon.,surprise,positive
train,dailydialog-train-31,train-31,system,John is in prison now. He was copped outstealing.,neutral,neutral
train,dailydialog-train-31,train-31,user,I just cann't believe my ears!,surprise,positive
train,dailydialog-train-32,train-32,user,Can I help you?,neutral,neutral
train,dailydialog-train-32,train-32,system,"I hope so. I'm looking for some material for a paper I'm writing, and I'm not quite sure where to look.",neutral,neutral
train,dailydialog-train-32,train-32,user,I'll certainly try to help you. What topic is your paper on?,neutral,neutral
train,dailydialog-train-32,train-32,system,My paper is on the influence of television on children.,neutral,neutral
train,dailydialog-train-32,train-32,user,There are several possible sources you might use for that topic. I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television.,neutral,neutral
train,dailydialog-train-32,train-32,system,Thank you for you help.,happiness,positive
train,dailydialog-train-33,train-33,user,"Hey, Ted. What are you up to this Friday?",neutral,neutral
train,dailydialog-train-33,train-33,system,"Well, I have the day off from work.",neutral,neutral
train,dailydialog-train-33,train-33,user,That's great! Do you have any plans?,happiness,positive
train,dailydialog-train-33,train-33,system,"Well, I'Ve been working so hard lately, so I'll probably just take it easy.",neutral,neutral
train,dailydialog-train-33,train-33,user,Sounds nice.,happiness,positive
train,dailydialog-train-33,train-33,system,"Yeah, I'll probably just stay in and relax. Maybe watch a few movies.",neutral,neutral
train,dailydialog-train-33,train-33,user,Can I stop by?,neutral,neutral
train,dailydialog-train-33,train-33,system,Sure. Any time.,neutral,neutral
train,dailydialog-train-34,train-34,user,You honestly believe the world's improving every year?,neutral,neutral
train,dailydialog-train-34,train-34,system,"Yes, I do. I think that science is making us wiser. What do you think?",neutral,neutral
train,dailydialog-train-34,train-34,user,I don't think you're right there.,neutral,neutral
train,dailydialog-train-34,train-34,system,I believe industry is making us wealthier.,neutral,neutral
train,dailydialog-train-34,train-34,user,I don't believe that.,neutral,neutral
train,dailydialog-train-34,train-34,system,"And in my opinion, medicine is making us healthier.",neutral,neutral
train,dailydialog-train-34,train-34,user,"I agree with you in the sense. But we're all more miserable than ever, aren't we?",neutral,neutral
train,dailydialog-train-34,train-34,system,"I don't agree with you. I maintain that we're healthier, wealthier and wiser than we were a hundred years ago.",neutral,neutral
train,dailydialog-train-34,train-34,user,That's your opinion not mine.,neutral,neutral
train,dailydialog-train-35,train-35,user,What do you plan to do for your birthday?,neutral,neutral
train,dailydialog-train-35,train-35,system,"I want to have a picnic with my friends, Mum.",neutral,neutral
train,dailydialog-train-35,train-35,user,How about a party at home? That way we can get together and celebrate it.,happiness,positive
train,dailydialog-train-35,train-35,system,"OK, Mum. I'll invite my friends home.",happiness,positive
train,dailydialog-train-36,train-36,user,How may I help you?,neutral,neutral
train,dailydialog-train-36,train-36,system,I would like to return this book.,neutral,neutral
train,dailydialog-train-36,train-36,user,Is that all you need?,neutral,neutral
train,dailydialog-train-36,train-36,system,I also want to check out this video.,neutral,neutral
train,dailydialog-train-36,train-36,user,Is that all you would like to check out?,neutral,neutral
train,dailydialog-train-36,train-36,system,That's all I need.,neutral,neutral
train,dailydialog-train-36,train-36,user,Do you have your library card?,neutral,neutral
train,dailydialog-train-36,train-36,system,Here it is.,neutral,neutral
train,dailydialog-train-36,train-36,user,Make sure to take proper care of this video.,neutral,neutral
train,dailydialog-train-36,train-36,system,That won't be a problem.,neutral,neutral
train,dailydialog-train-36,train-36,user,"If you damage the video, you will be fined.",neutral,neutral
train,dailydialog-train-36,train-36,system,I won't damage it.,neutral,neutral
train,dailydialog-train-37,train-37,user,What's the matter with you then? You look miserable.,neutral,neutral
train,dailydialog-train-37,train-37,system,It's us.,neutral,neutral
train,dailydialog-train-37,train-37,user,What do you mean by us.,neutral,neutral
train,dailydialog-train-37,train-37,system,"Well, you always say you're busy.",neutral,neutral
train,dailydialog-train-37,train-37,user,That's right.,neutral,neutral
train,dailydialog-train-37,train-37,system,And you often go back to live with your parents and leave our son in the room by himself.,neutral,neutral
train,dailydialog-train-37,train-37,user,"I ... I ... I miss my parents, also they miss me.",neutral,neutral
train,dailydialog-train-37,train-37,system,"Oh I remember, I cut terrible calls, and you didn't say anything about it.",neutral,neutral
train,dailydialog-train-37,train-37,user,You mean I am groaned a few words?,neutral,neutral
train,dailydialog-train-37,train-37,system,Totally not. Perhaps it's about our marriage.,neutral,neutral
train,dailydialog-train-38,train-38,user,"Hi, Mary. You look pale today. What's the matter with you?",neutral,neutral
train,dailydialog-train-38,train-38,system,I think I've caught a cold. Now I'm aching all over.,neutral,neutral
train,dailydialog-train-38,train-38,user,You'd better take some medicine and have a good rest. I hope you'll be yourself pretty soon.,neutral,neutral
train,dailydialog-train-38,train-38,system,Thank you. I suppose I should go to see a doctor.,neutral,neutral
train,dailydialog-train-39,train-39,user,"I feel like going for a drink, it's been a long day.",happiness,positive
train,dailydialog-train-39,train-39,system,"Great idea! Peter, I could use the drink.",happiness,positive
train,dailydialog-train-39,train-39,user,How about the new bar across road?,happiness,positive
train,dailydialog-train-39,train-39,system,"Sounds good. The food there is fantastic, too.",happiness,positive
train,dailydialog-train-39,train-39,user,"I agree, I had lunch there last week.",happiness,positive
train,dailydialog-train-39,train-39,system,excellent! That sounds like a plan.,happiness,positive
train,dailydialog-train-40,train-40,user,"Could you tell me the right time, please?",neutral,neutral
train,dailydialog-train-40,train-40,system,Well. My watch says five past two. But it's no use rely on it because it has been gaining and losing these last a few days.,neutral,neutral
train,dailydialog-train-40,train-40,user,You have to go and fix it.,neutral,neutral
train,dailydialog-train-40,train-40,system,Yes. I will.,neutral,neutral
train,dailydialog-train-41,train-41,user,does your family have a record of your ancestors?,neutral,neutral
train,dailydialog-train-41,train-41,system,sure. My mom has been working on our family tree for years. She's always updating it.,neutral,neutral
train,dailydialog-train-41,train-41,user,do you have a copy of your family tree in your house? I'd love to see it.,neutral,neutral
train,dailydialog-train-41,train-41,system,"I can show it to you now, if you like. I think it goes back about 8 generations so far.",neutral,neutral
train,dailydialog-train-41,train-41,user,that's amazing. Do you have a large extended family?,neutral,neutral
train,dailydialog-train-41,train-41,system,I'Ve got 30 cousins on my mom's side and 10 cousins on my dad's side.,neutral,neutral
train,dailydialog-train-41,train-41,user,are you very close to your first-cousins?,neutral,neutral
train,dailydialog-train-41,train-41,system,"the ones that are my age are close relatives. Now that I'm older, I don't spend as much time with them as I used to, so I don't know my younger cousins as well as the older ones.",neutral,neutral
train,dailydialog-train-41,train-41,user,I see. who's the head of your household?,neutral,neutral
train,dailydialog-train-41,train-41,system,"it's definitely my mother. And, her mother is definitely the matriarch of the bigger family.",neutral,neutral
train,dailydialog-train-41,train-41,user,that's interesting. What does your grandfather think of your step-mother?,neutral,neutral
train,dailydialog-train-41,train-41,system,"at first, she was quite critical of her, but now that they'Ve been married for a few years, she's starting to accept the fact that my father divorced my mother.",neutral,neutral
train,dailydialog-train-41,train-41,user,"that's pretty much how you feel about your step-mother. Like grandmother, like grandson.",neutral,neutral
train,dailydialog-train-42,train-42,user,"Hi, Mr. Wang. Do you feel like going boating with me?",happiness,positive
train,dailydialog-train-42,train-42,system,"Sounds interesting, I haven't gone boating for some time now, and what time?",happiness,positive
train,dailydialog-train-42,train-42,user,How about tomorrow afternoon?,happiness,positive
train,dailydialog-train-42,train-42,system,Sure. Where shall I meet you?,happiness,positive
train,dailydialog-train-42,train-42,user,At the gate of the park.,happiness,positive
train,dailydialog-train-42,train-42,system,Great. I look forward to meeting you.,happiness,positive
train,dailydialog-train-42,train-42,user,See you then.,happiness,positive
train,dailydialog-train-42,train-42,system,See you.,happiness,positive
train,dailydialog-train-43,train-43,user,I hear that you've been to the Saikei Ski Resort for the weekend. Did you enjoy it?,neutral,neutral
train,dailydialog-train-43,train-43,system,"Yes, it's so exciting, though I had the most falls in our skiing team.",happiness,positive
train,dailydialog-train-43,train-43,user,Isn't there any coach to teach you how to ski?,neutral,neutral
